"filename", "language", "YAML", "Markdown", "Groovy", "HTML", "Java Properties", "Dart", "XML", "Swift", "JSON", "C++", "comment", "blank", "total"
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/launch/welcome_page.dart", "Dart", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 2, 6, 68
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/main/bindings/main_binding.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/main/controller/main_controller.dart", "Dart", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 5, 22
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/main/view/main_page.dart", "Dart", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/binding/login_binding.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/binding/my_binding.dart", "Dart", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/binding/my_coin_history_binding.dart", "Dart", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 1, 3, 28
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/binding/my_collect_binding.dart", "Dart", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 2, 26
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/binding/register_binding.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 2, 12
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/get_user_info_mixin.dart", "Dart", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/login_controller.dart", "Dart", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 8, 12, 73
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/my_coin_history_controller.dart", "Dart", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 10, 59
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/my_collect_controller.dart", "Dart", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 16, 96
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/my_controller.dart", "Dart", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 4, 12, 74
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/controller/register_controller.dart", "Dart", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 11, 65
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/repository/my_coin_history_repository.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/repository/my_collect_repository.dart", "Dart", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 3, 18
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/repository/my_repository.dart", "Dart", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 6, 33
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/view/login_page.dart", "Dart", 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 1, 5, 147
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/view/my_coin_history_page.dart", "Dart", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 5, 49
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/view/my_collect_page.dart", "Dart", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 4, 5, 73
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/view/my_page.dart", "Dart", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 5, 113
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/my/view/register_page.dart", "Dart", 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 1, 5, 162
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/bindings/tabs_binding.dart", "Dart", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/controller/tab_list_controller.dart", "Dart", 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 12, 55
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/controller/tabs_controller.dart", "Dart", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 8, 46
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/repository/tab_list_repository.dart", "Dart", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 2, 27
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/repository/tabs_repository.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 15
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/view/tab_list_page.dart", "Dart", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 6, 54
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/view/tabs_page.dart", "Dart", 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 1, 18, 145
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/view/tree_cell.dart", "Dart", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 1, 13, 90
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/tree/view/tree_page.dart", "Dart", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 2, 5, 42
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/web/binding/web_binding.dart", "Dart", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 2, 22
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/web/controller/web_controller.dart", "Dart", 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 2, 29, 218
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/web/repository/web_repository.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 3, 14
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/pages/web/view/web_page.dart", "Dart", 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 4, 9, 101
"/Users/wangweixu/github/GetXStudy_Flutter_Project/lib/r.g.dart", "Dart", 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 86, 23, 213
